rating,title
5,Awesome!!
5,Very pleased.
4,Four Stars
1,Will not buy from this seller again
1,Board failure day after return period expired
1,... people were complaining about is now happening to us like the device constantly shutting dwn & restarting
5,Five Stars
5,Highly recommend
1,Terrible product
5,Bang for the Buck!
1,One Star
1,New phone and the activation code was wrong!! Couldn't even activate the phone
5,Razr M is the perfect size and power!
4,Great phone
1,Do not buy!!!!
1,Bought and returned 1 phone and will be returning a ...
1,Bought for my boy friend and when he took it ...
5,Five Stars
1,I highly recommend you find another seller to purchase from
1,One Star
1,Don't consider this phone
1,"Complete and total garbage, don't waste your money"
1,This is the worst phone I've ever had it constantly freezes
1,Smaller Than Other Droid Razr Maxx HD
1,I returned it could not be activated by Verizon It ...
5,Great phone. Battery lasts for awhile and fits great ...
1,Bad product
1,the headset / aux port did not work this phone ...
1,One Star
1,blah!!!
5,droid razr m
5,Five Stars
3,Three Stars
1,One Star
5,yes
1,nice looking phone but it just wouldn't accept service
1,THIS PHONE SUCKS!
5,The only thing I don't like is that the phone is smaller than expected kinda ...
1,Not Happy
1,Who's responsible for this!!??
3,didn't get a new phone as described - it was refurbished
1,One Star
5,Switched from iphone: Great decision.
5,Great phone for beginners AND experienced users
5,Great phone.. iphone killer
5,The very smart phone
4,Droid RAZR M vs. Samsung Galaxy S3
5,Droid Razr M (mini)
1,"Don't walk, run...away from this model."
5,Nice Phone... But
5,"so far, so completely awesome"
5,Childish Wonder
4,RAZR M vs. Samsung Galaxy S3
5,Awesome phone!
5,Won't go back to apple
5,1 Week so far so good
5,Love This Phone
4,Motorola Razr M is a very nice phone
5,Best Phone I've Ever Had & I've Had Them All...almost =)
5,Best phone I've ever owned.
5,Don't miss my iPhone
4,Just a few warnings about this phone
5,Awesome phone!
5,One of the best (little) Android devices on the market.
4,Love the size
4,"Good phone, some quirks"
5,4 months....
5,Love it!
5,worked great till until about a 1 / 1/2 yrs and ...
3,"Great Size, Fast operation, TERRIBLE Data and WiFi reception"
4,Droid Razr M better than I expexted!
2,Be wary and do your research!
3,Good for a few months
5,I love this phone!
1,Great Product - Order Botched by Amazon
5,Just right
5,Favorite Phone
1,Worst Smartphone I ever owned
1,"Poorly designed, bloatware-laden, junk."
2,It's an okay phone.
5,Best phone I've owned.
5,"Great phone, great price"
4,"Very impressive, if a little restrictive"
1,Bricked Phone
5,Love it!
1,Verizon does not have a compatible SIM anymore
5,Exceeds Expectations - Responsive and Reliable
5,5 years old and still going strong
3,"Like the phone overall, but one major dislike"
2,Below average smartphone for users who don't know better
5,Perfect smaller phone
5,"""The"" I-phone Alternative"
2,End of Long love affair with Motorola
4,a review by a non phone aficionado
5,Best Droid Yet!
1,Terrible Phone...
1,Very poor durability
5,great phone for me
5,Awesome!!!
4,Almost perfect
5,The complete package
5,amazing better than Samsung galaxy s3
2,Great phone but one glaring issue...STORAGE
2,Fantastic phone.....when I'm not rebooting it.
5,Pleased As Pie
5,"Great Phone, No problem with storage."
2,Lousy Reception
3,No S@it there I was!
1,This phone arrived and my son used it for 6 ...
2,Small and easy to handle but terrible battery life
5,best phone I've ever had
2,Can never get a data connection or more than 1 bar of service
5,wasnt suprized
4,Weak 4G signal.
5,Works perfect. Few little scratches but I payed for a ...
3,I use clean master which is a great app. Never had problems with it
5,EXCHANGE MY IPHONE 5 FOR AWESOMENESS
1,"read other reviews & google ""droid razr m won't turn ..."
1,The camera is complete crap. I'm sure if I became more familiar with ...
4,Great practical Android for adults
4,Battery is a little weak but still a good phone. I go through a few phones a ...
4,i like this phone
2,Waste of money
1,Good until Major Problems
5,... under 24 hrs now and its hands down the best phone I have
4,Four Stars
3,Three Stars
2,Two Stars
3,Are these prepay?
5,Great Price...Great Product...THANK YOU!
5,Five Stars
5,Amazing phone
3,"This was my first smart phone, pretty tough"
4,other then that great phone no problems
1,I used to like this phone until it wouldn't turn on
1,One Star
1,Do not buy this phone!!!!!!
1,"Liked at first, now completely useless"
2,Do not buy this phone! (yet)
1,Poor 4G reception
2,This phone is not easy to use at all!
1,"Build it yourself, support it yourself, uneducated Smart Phone"
1,Bad Service Bad Phone
1,"Build it yourself, support it yourself, uneducated Smart Phone"
4,This is my second of these phones. It survives ...
5,"So far, so good."
5,Too good.
5,New Phone w/Android 4.1.2
5,TRUST ME
5,This has been the best used phone I have purchased to date
5,Great Upgrade from Droid 3
2,I rec'd it quickly and for a great price. It was in amazing
3,Nice phone for the price
5,Five Stars
5,We are glad you asked
3,"Great phone, terrible camera..."
4,is the best of its age
1,Took to Verizon where I was told they do not ...
5,Phone works great and is perfect for a lower to mid range
5,Great product.
5,Five Stars
5,"Great Phone, Amazing Price!"
4,it's one of my favorite phones and I received it the next day
1,One Star
4,Works like a used phone
1,Ouch
5,Very Nice phone!
5,He states it works great.
1,it gets black screen and have to reboot
4,and was received both in a timely manner and in good condition. No extra fills or additions in the ...
4,2) but I was able to easily upgrade to kitkat without issue
5,LOVE MY PHONE!
1,Dont buy!!! Refurbishment! PHONES HAVE electrical problems!
5,Great replacement for the original Motorola phone that just stopped ...
2,Don't Buy
2,Help please
5,Five Stars
5,... it for about 3 weeks now it gets very good reception and clear sound
5,Most durable smart phone
5,Five Stars
2,Battery doesn't hold a charge well. I did buy ...
5,Five Stars
4,The phone is just what it was advertised as. ...
4,Good phone from Bluetooth Shop!
5,Five Stars
1,One Star
5,Excellent Phone
5,Five Stars
5,Great phone at great price
5,Five Stars
5,Five Stars
5,Looks Great!
4,the phone works great no issues
5,Five Stars
4,Four Stars
5,Five Stars
3,Three Stars
3,I would like to keep and get partial refund
5,Five Stars
5,Five Stars
3,Three Stars
5,Five Stars
2,Also the software is pretty different from the other DROID RAZR
5,Five Stars
1,One Star
1,Dont recomend unless you like bricks.
5,Five Stars
5,Five Stars
5,got it fast and love the phones
5,My favorite phone ever
5,Five Stars
5,Five Stars
5,Five Stars
5,Five Stars
5,Five Stars
1,crap phone.
1,buyer beware
4,Four Stars
5,Five Stars
1,Horrible Phone
4,Four Stars
4,worth it
5,Five Stars
5,Five Stars
4,Four Stars
5,Five Stars
5,Five Stars
4,so good.
5,Five Stars
5,Five Stars
5,Five Stars
5,Great
3,Decent phone
5,Five Stars
5,Five Stars
5,Five Stars
1,Sucks
3,and you can easily survive with it
1,Horrid!!
5,Perfect
5,Very good mid-range phone.
1,Waste of money now we have to order another phone
1,Not what it said to do....
1,One Star
2,Two Stars
5,Five Stars
1,NOT UNLOCKED!
5,Dont fit
5,Five Stars
1,One Star
1,Don't waste your money.
5,Battery short term
1,One Star
1,Useless!
2,I am disappointed that I spent the money on this
3,Phone review
5,Perfect Phone
5,"Brings ""Mid-Range Phone"" to a New Level"
5,An underdog but a clear winner
5,Perfect size and very well made
5,Flawless
5,AMAZING!!!
5,A great alternative to the Galaxy S3
4,"Overall, I'm very pleased with this phone (update)"
5,Exactly what you would expect and so much more from a great Motorola phone
4,A Great Device!
5,Best phone I have ever owned.
4,Great phone...if you can ignore app storage space issue
5,Droid Razr M review after 3 weeks of use
5,awesome no-nonsense phone
5,"very nice, compact, good battery life"
3,Bogged down by bloatware
4,Decent Introductory Android Smartphone
5,Great mid-range phone
5,One of the best phones I've ever tested
4,razr m....great phone...GET A CLASS 4 SD CARD!!!..coming from iphone 3gs
3,My last Motorola phone
5,Excellent
5,"Great phone, even for power user"
5,"Great phone, clear, great service"
5,Great Phone for a Great Price
5,ONE GREAT PHONE! BEATS THE iPHONE BY A MILE!
5,"So much better than Droid Original, X and X2"
4,Motorola Droid RAZR M
2,Have to Keep Resetting It
5,great phone
5,What a fantastic phone
4,"great phone, no major flaws I have noticed in 3 weeks"
5,People upgrading from non smart phones read this review!
3,great phone but crashes and has sound issues
4,perfect size and features
1,VERIZON ONLY
2,Must have gotten a lemon
5,My 1st Smart Phone
5,best budget smartphone!
4,help!
4,"Great Phone, bad battery"
5,better than iphone
2,"Good phone, but the screen is garbage."
2,I miss my old phone
5,Only thing that could make it better will be the JB update!
5,Glad to be back with Motorola
5,Excellent Phone!
3,good phone
2,Better Options
4,Love everything except the alarm clock
4,Good phone...not a great phone...but a good phone
5,"Good phone, great price"
5,Awesome phone at a great deal.
2,Battery capacity goes away after 2months use
5,Love Razr M - Getting 2nd!!
5,Great seller great product.
1,First and Last Motorolo!
4,"good phone overall, but battery worse than my 2 yr old tradein"
3,Mediocre
5,Best Droid ive had.
2,Spazzes
4,okay
5,great phone
3,It's a good easy phone that does the job but space is ...
4,Good phone!
4,droid razor m
5,Five Stars
5,Five Stars
2,You will be disappointed!
4,So far so good.
5,great phone for a penny
1,Terrible decision
1,One Star
3,Frequent screen cracks!
1,Sucks
1,Major POS
1,Dropped once and it cracked
1,Get If You Like Spamware
4,I could never find a good case that fit it so dropped it several times ...
5,At first I did not like the small keys but they are raised and padded ...
3,It serves its purpose.
2,Where are the great reviews coming from?
5,It's perfect for my 8 year old son
5,Great phone with tons of features for an amazing price!
5,Good starter phone that does its job without too many ...
4,Value for the money
5,Great for the price
5,Good phone for the price
5,Five Stars
1,Amazing phone...poor Tracfone customer service.
5,Simple and Useful
2,"""BASIC"" PHONE"
5,Little Big Phone
5,Great price
3,Good Prepaid Phone
2,"This is a great phone, but my fingers are too big."
5,good gadget for its price
3,Three Stars
4,Excellent battery life
4,Telephone
5,It is great upgrade.
4,Good deal!!
4,Four Stars
5,Its not a smartphone but
5,Very pleased. Thanks so much
4,Four Stars
5,Very happy!
5,"Is complete , thank you , the seller"
5,Five Stars
3,Three Stars
4,Four Stars
1,One Star
5,Five Stars
4,Four Stars
5,Works great!
5,Five Stars
5,These are awesome!
5,Five Stars
5,A great backup phone or starter phone for a child
3,Three Stars
5,Five Stars
4,Awesome Value
1,One Star
4,👍👍
3,Three Stars
1,lousy reception buy a better phone save your money
5,Great Phone!
5,Did the job thanks
5,Five Stars
5,Solid MP3 player for only $3
5,so good according to
5,great phone
4,Four Stars
4,It arrived when it said it was suppose to and ...
5,nice and cheap phone
3,its a good phone just small for what i thought it would ...
4,Four Stars
3,Three Stars
4,Four Stars
5,Five Stars
5,Very nice. I love it
4,Four Stars
5,Five Stars
5,Great phone
5,Five Stars
4,Four Stars
4,Four Stars
5,Motorola EX431G Prepaid Phone With Double Minutes (Tracfone)
1,One Star
3,Three Stars
5,Five Stars
1,About every hour it just takes minutes. I have ...
2,Two Stars
3,Three Stars
5,Great Product Triple The Minutes
3,Serves the purpose talking on the phone.
1,Not worth the money you get charged for text message ...
1,ELECTRONICS
1,NOT REALLY A TRACFONE
1,i didnt like this phone because the buttons were hard to press ...
1,One Star
1,Bummer
5,Amazing for the price
5,This phone is easy to use
2,"I got this off ebay for 20 bucks with 600 minutes, it is good for outgoing"
3,"It works as well, but is equally annoying."
5,Great phone. Gave to a senior
1,I am very disappointed in this phone
1,Worst operating system I've ever used
1,motorola EX431G disapointed
5,Love it
1,Terrible Phone. Awful. I can't stand it.
5,Great phone for $40!
3,Poor quality
3,"Small screen font, not super easy to text..."
5,Great!
5,Worth it just for the 3x the minutes for life!
5,Cant Beat the price
4,nice phone
5,Just right
5,Amazing! I bought this as a gift for my ...
5,I absolutely love this! It exactly as described
3,Overall ok
5,Good purchase
1,Ok item
4,Honorably dealt with
5,Great Value
2,Two Stars
5,Five Stars
4,I recommend headphones if listening to the fm feature and videos
5,Ring ring...
3,im a little upset about this.. i've been ...
5,For a $2. 99 phone plus triple the minutes ...
5,Camera and MP3 player in one inexpensive package.
5,Great little phone
5,Perfect
5,Five Stars
4,Burner Blackberry.
5,Thanks for a great product. I hope your business to flourish
5,good phone
5,Nice Spare Phone
5,great value for the money
5,It really is a great product. Next time I will buy again.
3,Sim Card is a Dud.
5,Excellent Full Keyboard Phone
5,Five Stars
5,Five Stars
5,Easy to use and figure out
5,Five Stars
5,Five Stars
5,A great product. Highly recommended
5,Great Product
5,this is an excellent buy/phone.
5,Five Stars
4,Four Stars
3,Three Stars
5,Five Stars
5,Five Stars
2,Bad Phone
3,Three Stars
5,Five Stars
5,Five Stars
5,Five Stars
5,Five Stars
5,Five Stars
2,Two Stars
3,Gift
5,Five Stars
5,Five Stars
3,Three Stars
5,Great product
5,Five Stars
5,Five Stars
5,Five Stars
5,Excellent!!
5,Five Stars
2,Not so great.
5,Five Stars
4,Four Stars
5,Five Stars
5,Five Stars
5,Five Stars
5,Five Stars
5,Five Stars
5,Five Stars
3,Three Stars
5,Five Stars
5,Five Stars
4,alright
4,Four Stars
5,Five Stars
5,Five Stars
5,Five Stars
1,it was a wast of money and did not have ...
5,Motorola tracfone
5,It is very good nice quality and I would recommend this
5,Great for price
4,Likeable and inexpensive
1,This phone is not a tracfone (is associated with sister company of Tracfone)
4,"Great phone, bought as a gift"
3,actually it has triple minutes not double if your planning ...
5,For repair part
1,cannot be unlocked
5,Little Champ from Motorola
2,"Nice phone, but can only send tiny photos."
3,"Question, actually. Does this work w Safelink Wireless???"
3,"good phone, but..."
2,Full of annoying bugs
5,Five Stars
5,Five Stars
4,Its also a pretty good mp3 player too
5,... a case to fit this phone cheap I really love to have one for it under $10
2,Small rubber buttons are prone to fast wear. Cumbersome ...
1,This phone is crap.
4,Okay
5,"You can pry my Windows Phone from my cold, dead hands!"
5,Just aamzing!
4,I really like this phone
5,"Wow, that screen n camera"
5,Great deal for the price
2,I would give this phone a better rating however after the second week it started to ...
5,Nice Phone
5,"Good size, not heavy, fast and very responsive"
5,Five Stars
5,Great back up phone
5,Great Phone
5,Great phone
5,Love love love it!
5,Nokia Lumia 920
5,Sweet Phone
5,It was an awesome phone!!
1,One Star
5,I love it!
5,great price /perfomance ratio
5,Five Stars
5,Really Like It
5,Had to upgrade but the phone is great!
4,Four Stars
4,"Looks, Speed, but sadly, No Apps"
4,The phone is almost ok.
4,Four Stars
5,love this phone!!
1,The inside of the phone joggles around - like its not all attached or its shell is too ...
5,My Nokia Lumia Phone was great!
3,Somewhat disappointed in phone
5,Five Stars
5,cool
1,One Star
5,best phone
5,No Comparison
5,Good phone
5,GREAT Product
5,Five Stars
5,Great phone.
5,Five Stars
5,"Nokia, always terrific"
5,"Great Product, Prompt delivery"
5,Exactly what I expected
4,one issue
5,Five Stars
4,Grate Phone
3,Three Stars
5,Best smartphone ever
1,One Star
4,A new Windows Phone
5,Perfect Phone
1,One Star
4,Good Phone and OS but glass breaks instantly
1,Poor quality
1,Do not purchase if you don't live in AMERICA
5,COMPLETELY CLEAN!!
5,User friendly
4,Great Seller
2,poor performance
2,Feel like I got swindled
5,Five Stars
5,"Great phone, in love with Nokia now"
5,Five Stars
5,Five Stars
5,Five Stars
1,THEY ARE TERRIBLE
5,Excellent Phone
1,mixed review
5,Lumia 900 - Nice phone from Nokia
5,Just amazing
1,SELLING STOLEN PRODUCTS
5,"The condition is great, a small scratch on the back"
1,One Star
4,Four Stars
5,Wonderful phone
1,Do Not Buy This Phone If You Are Planning to Unlock it!
3,The box is not fine
4,A true contender that rivals the iPhone 5.
5,"Smooth UI, powerful and fun phone"
3,"Solid smartphone, smooth OS *2014 UPDATE*"
5,Very Nice
5,One of the best phones in the market
5,Love my phone!
5,A Rolls Royce.
5,A next-gen smartphone that looks and feels like a premium device.
5,Best phone I've ever owned.
5,Newbie Impression
5,Combined with Akruto Sync this is the Best Phone on the Market
5,Nokia 920 and Windows 8 are awesome!!!
5,This is the best smartphone to date
5,It's alive
5,Drop dead gorgeous
5,Best Smartphone ... Well Trusted Mobile Manufacturer and Advanced OS
5,Best Mobile Phone I've Owned
5,Great phone... still have some issues needs fixing
5,Great Phone.
5,Traded in my iPhone 4 for the Lumia 920
5,A Perfect Upgrade
5,IPhone WHO? This is Hands Down the best mobile Phone out there.
5,first smartphone worth owning
5,"Solid phone, great OS"
5,Say goodybye phone to your iPhone!
5,A Message to iOS and Android
5,Great Device
5,Great phone... still have some issues needs fixing
5,A beautifully awesome phone!
5,Best Smartphone on the market!
5,I really like this Phone
5,Great Phone
5,Best Phone at Any Price
5,The best smartphone on the market
4,Great phone weighed down by the lack of apps in the WP8 marketplace
4,"Great Phone, Nokia pulls through as always."
5,Simply the best for me
5,Love my phone.
5,AMAZING Phone for concerts!
5,Best phone I have ever had my hands on.
5,App?
5,Amazing Phone -definitely a rival to the IPhone!
5,This is the awesome
5,A great phone
5,Best Phone I've ever had
5,Nokia music alone makes this device awesome !
5,Best phone I've ever had
5,Hardest Decision was to move from iPhone but will never look back
5,Wow what a great phone
5,Microsoft Steps it up and Brings a Great Phone to the Fore
5,Incredible Phone!
5,Using windows phone for past 2 years
4,"Amazing, intuitive phone - but some big kinks to iron out"
5,"Used for 1 month, best phone ever"
5,I miss my Bumble Bee!!!
5,The best and unique smartphone Nokia has invented.
5,Nokia Lumia 920 is AWESOME!
5,Awesome phone
5,Nokia Lumia 920 - One Great Phone!
5,Updated Review 3/3/2013 - My Lumia 920 is running perfect now
5,Best of the Best
5,state of the art!!!
5,Impressive
5,A little big but amazingly well made and equipped
5,Switched from iPhone 4S
5,"Great Phone, Great OS"
5,Great phone
5,A very good cell phone.
5,I absolutely love this phone
5,Great phone and great usability
5,Great Phone
5,Do Yourself a Favor!
5,Great phone!
5,Honest review after using the phone for two years.
5,Watch out ... Nokia 920 with Live Tiles could be Addictive
5,"love my nokia lumia 920, it sets me free."
5,Ooozing elgance...can you marry a phone?
4,"Great phone for the price...Camera, GPS and Microsoft office suite makes this phone a BUY"
4,"Great phone, new features are really great."
4,Weight should be noted in your smart phone purchases
5,Excellent Device - Amazing Value
5,Love this phone
5,Best phone I've ever owned
5,A Work of Art
5,Amazing phone
5,So far so good
4,"Great phone, new features are really great."
5,Awesome phone
5,This is a great phone!
5,Best cell phone I've had
5,Finally Nokia in the game! Again
5,very satisfied
5,Im very happy with it!
5,Great Buy - Much Needed Change
5,Outstanding Phone Hands Down Best in Market
4,Best smartphone for $100
5,Lumia 920 is an amazing device - Updated
5,Amazing Phone! Intuitive and great Accessories!
5,Fantastic
5,Gorgeous hardware with a much improved OS (update)
5,A phone where you can do more work besides entertainment.
5,Absolutely Love This Phone!!
5,sigswat
5,I am glad I bought this
5,By far the best phone I owned
5,Best Phone I've Ever Owned
4,Great Phone - Still dont know how they are making money on this device?!?!?!
5,Outstanding
5,An absolutely amazing phone
5,Love my Lumia 920
5,Great Phone!
3,Nokia 920
2,"A couple of high points, but generally a frustrating experience."
5,"Great phone...real value and no following the ""sheeple"""
5,Great Value
5,Simply the best
4,Good phone but need to improve
5,Best phone I've ever owned
5,Loving it so far!
5,"get this as soon as you can. after 3 weeks used, totally in love."
5,This is great smartphone I have used.
5,Really Easy to Use Intuitive Phone
5,Best Phone Ive ever used
5,Best Smart Phone Available in the market today
5,Great phone.
5,"Beautiful phone, it's a joy to use!"
1,Don't buy a Nokia phone I'm on my 2 phone ...
5,will be on TOP!
5,This is a great phone
5,Nokia is BACK!
5,After 8 months still very happy with the phone
5,Great All Around Device with Premium Content
5,This is an awesome beast of a phone
5,"Great phone, great camera but...."
5,solid tool for the year 2013
5,Great Phone
5,Lumia 920 is the best and most innovative mobile phone in the world now
5,Love Lumia!!
5,Great device with the best software experience
4,"Unique, Innovative, Beauty, Bulky, and Under Developed."
5,I love Nokia Lumia 920 !!!!!!
5,Great phone with solid engineering quality
5,Lumia 920 is simply beautiful
5,Portable hard drive? Seriously?
5,Nokia 920
1,battery is not good
5,Best Windows phone yet
5,great phone
5,Great phone
5,Better than I expected!!
3,BEWARE Data usage!
5,Great Phone
2,No for the Nokia.
5,Best phone I've ever had
5,Nokia Lumia 920
5,Love the phone
5,Really a Great Phone
5,The best ever
5,Simply the best ...
5,actually top phone
5,Gorgeous phone that clicks great pictures
5,The Best Smartphone
5,Love this phone.
5,Fantastic phone
5,The best
5,Best Phone ever so far
5,I love this phone!
5,Love it!!
5,Best phone
5,Love it!
5,Amazing Product
5,This phone is absolutely amazing.
5,Love this phone!
5,TL:DR - Get it
4,Illuminating Lumia 920
5,cool app
5,THE INCREDIBLE HULK
5,"Best Phone Today, Sad Furture Oct 26th"
5,Lumia 920
3,No custom Tones?
5,Amazing
5,Sexy and slim device
3,"Great hardware, OS has promise but needs work, sync is TERRIBLE"
3,a 70% solution
5,This Phone Rocks!!!
5,Lumia 920 in San Diego Love it!
5,wonderful phone. i couldnt have asked for more.
5,Go buy this phone now
4,It would be a nice phone if only
5,Best Phone on the Market
5,Great phone! Love my lumia 920
3,"Before buying it, read all the negatives!"
1,This thing sucks -- don't bother
5,Updated Review 3/3/2013 - My Lumia is running perfect now
5,help???
3,"Good phone, but shortcomings in maps and music apps"
3,Still falls short of expectations
1,My 3rd Generation of Windows Phone - Windows Phone 8 is the worst of the 3 - AT&T is always superb - Nokia camera and apps A+
2,Crashes every day after 1 month use
1,Save yourselves! Don't even look at this phone!
1,I would not recommend this phone.
1,"Decent phone, horrible company support"
3,DO NOT BUY!
1,Don't Bother Trying Nokia
1,Tried to switch...never again
1,The worst autonony ever
1,Thick and heavy
1,Big disappointment
1,"junk,junk,junk"
1,Nokia Lumia 920 is a great device..
1,"High hopes, terrible quality."
3,"I bought it second hand, and glad I did."
1,Nice looking phone that was now just a expensive paperweight
4,"Excellent phone, watch out for NEW ACTIVATION REQUIREMENT!"
4,good phone marginal seller
5,Changed my life
3,Great Phone
5,"Excellent, excellent value"
5,Love this phone!
4,Great phone.
1,Phone sucks! 😥
2,Short lived.
5,Poor windows phone...
1,Horrible
4,easy to use
1,Not unlocked as claimed
1,Just run for One Year and Dead
1,Forget it!
5,The best phone I ever had !
5,Great Phone
3,frustrating
5,My favorite phone ever
3,"Awesome phone, not so good OS"
3,Just OK
5,A phone that Piet Modrian would love!
3,Three Stars
3,Three Stars
1,Nice phone
4,Four Stars
5,Five Stars
5,Five Stars
4,"Wonderful phone, but if you've been a symbian user be ready to wrestle with it ..."
2,Two Stars
5,Nokia Lumia 920 better than iPhone 5S
4,"Good phone, ok battery"
5,Five Stars
5,Five Stars
5,Writing pen
5,A great phone.
5,Five Stars
5,Great phone
3,Three Stars
5,still TOP phone. as of 2018
5,Sent it to my dad
5,"The box is broken, but the phone is great"
3,Glad that I got rid of it
1,service
5,LOVE IT!
1,One Star
1,frozen lock screen 1 month into the phone...
5,Four Stars
4,excellent condition; works great
5,In a League of Its Own...
5,Let's compare it with the iPhone
5,A gigantic step forward in the Smart Phone Set
5,Amazing and Beautfiul... so sexy....a groups perspective.
5,It is inovative phone and I recomend it to all
5,"I was hesiatnt about WP at first, but no regrets"
5,"First the 900, Now This"
5,"Awesome Phone, Great Price"
5,Love this phone
5,Got it at the local AT&T store
4,"Only phone with offline GPS, indestructible, solid quality"
5,Microsoft finally did it right
5,Outstanding device
5,"A Good Solid Phone from Nokia, a Business User Review"
5,Perfect with Windows Phone 8.1 and a AT&T Mobile Share Value plan
5,"Nokia 920, an excellent phone including Win8"
5,Awesome Phone
5,Great phone
5,Great Phone
5,"Nice hardware, Ok software"
5,Amazing Nokia Lumia 920
5,Innovative Hardware Great OS
5,Epic
5,Nokia Lumina 920 - Great Phone
5,Glad I decided on Lumia 920
5,Love the Nokia 920
5,Probably the best smart phone out there
5,My choice Lumia 920 or iPhone 5
5,The Lumia Experience is Like no Other.
3,The perfect phone?
4,Excellent Phone
5,"Outstanding Phone, Camera and OS - not small though"
5,Lumia 920saves you money
5,Best Phone I've Ever Owned
5,So glad I switched from Android
5,Control room for your data
5,I had to write a review
5,I like it better than my previous IPhone
5,Great phone
5,Best Smart Phone
5,"Great phone, good software"
5,amazing phone
4,Good phone with room for improvements
5,"Awesome, good phone!"
5,Buttery smooth
5,The phone I've always wanted
4,Excellent phone!
5,Amazing phone
4,"Great Phone, a Bit Slippery"
5,Excellent all-around phone for the adult user
4,Still going strong after three years
5,Best phone I ever had
5,"Hands down the best phone I have ever used, by far"
5,Insanely better than anything out there!
5,Best Phone on the Planet!
5,Best Phone Ever!
5,Simply OUTSTANDING!
5,Really Well Executed Phone By Nokia
5,Amazing Phone! I love it! Windows is great!
5,New ideas and visual expression
5,Excellent
3,The perfect phone??
5,I am absolutely in Love with my Lumia and Windows Phone 8.
5,"Good riddance ""i-control your life-tunes"""
5,The best phone on the market! (except the OS)
5,The best Windows Phone 8 on the market so far
5,Benchmark Phone
5,"A super, solid device"
4,Dare to be different
5,awesome phone
5,Simply The Best Phone
5,Amazing smartphone for a great price
5,Best phone ever! We love all 3 of them!
4,Nice phone
4,Decent alternative to Android/iPhone
4,Great phone!
5,Beautifully Done!!!
5,"""Lumia 920 is a tank"""
5,"Quality phone, great design and apps"
5,best phone I've ever owned so far
4,Perfect for Secret Agents
5,Most Innovative phone yet
5,Lumia 900 user turned to 920
5,love this phone
3,Nokia 920 voice issue
5,Good Deal
5,Amazing Phone
5,Outstanidng Phone.
5,Great phone
5,Best camera ever on a cell phone
4,Phone is solid - the OS needs to catch up to competitors
3,No Car Dock and Limited Apps
5,Wow! What a phone!
5,Great beautiful device
5,Love this Phone
5,Best phone I have ever used.
3,It is a mini tablet with a poor phone call app
5,Hypnotizing
5,Easily the best phone I've ever used
5,Lumia 920's Price
2,"Nice phone, but I had to replace it twice in the first year"
5,I love this phone
5,"I NEVER write reviews , but this phone is good"
5,Best phone I ever had
5,I love my Lumia 920
5,"Great phone bad battery, **Update"
5,Great phone. A fresh breeze.
4,"Better than the Lumia 900, but still not perfect"
5,Top Product
1,No Bluetooth Keyboards & Bad User Experience
5,Fantastic phone!
2,Windows Phone Rocks Nokia hardware not so much.
3,Just not there yet.
2,Please read! DO NOT BUY!!
4,2nd phones a charm
2,"Better than Android, not as good as iPhone"
2,"Great phone, CRASHES many times per day"
1,Incomplete Bluetooth Support
2,Great Windows Phone 8 OS on a Very Buggy Phone
5,perfect but OS.....
1,"Phone plagued with problems, bugs and glitches!"
1,"Fantastic phone at first, then it became junk..."
1,Not happy!
1,run away! run away!
1,Not worth it! Get something else!!!
1,No Bluetooth Keyboards & Bad User Experience
2,"It sucks for me, because there is no games too download...wtf"
1,Either Microsoft or Nokia needs to learn to be honest
5,Awesome phone
5,"Beautiful, smooth, high quality, the best smart phone out there"
5,Pretty nice
2,Rip Off
5,"Fast, stylish, and a great camera"
1,BAD PHONE !!!!!
5,For a free phone with contract
5,Excellent phone
1,After more than 30 but less than 90 days this ...
4,Nice phone poor apps
5,Five Stars
5,Best phone ever
5,Great Phone
4,nokia 920
5,Best phone ever!!!!!!!!
1,One Star
5,Very impressed!
5,Nokia is back with a bang!
5,"Amazing Phone, Everyday a new feature discovered."
5,A beautifully awesome phone!
5,"Had it since release, no problems, no regrets"
5,Nokia 920 is awsome!
5,Excellent phone
5,Brilliant
5,Outstanding
5,Loving my new phone!!!!
5,Best Phone Ever!
5,Smply the best phone outhere
5,The best Windows Phone 8 with AT&T!
5,Awesome Phone.
5,Shipped fast and looks brand new at a great price
3,it was was ok
5,love it!
5,Five Stars
5,Five Stars
5,Five Stars
4,Dare to be different
4,Almost there
5,Really great piece of design
5,"Bye, Bye Android and HELLO WINDOWS!"
5,"Great Display, camera, design, wireless charging, Nokia Music, Pureview!"
5,Best Value phone
5,"In one word ""AWESOME"""
3,The perfect phone?
1,No Bluetooth Keyboards Support & Poor UX
5,Nice bang for the buck.
5,Great Phone
5,"Long battery life, easy to use"
1,Worst phone ever!
5,Amazing Phone! I absolutely love it!
1,worst phone i ever owned
5,My first android
1,I actually never imagined a phone could be this horrible. I cannot insist enough that everyone save themselves ...
5,Windows Phone 8 is TNG!
5,the 3rd one
5,Very pleased!!!
4,Nokia Lumia 822 for Verizon- Trying Windows 8.1 Phone
2,_Still_Not Happy With This Phone
5,I have had pretty close to a year if not more
5,Five Stars
1,worked well while it lasted but...
5,cell phone and acceries
5,Great phone
1,One Star
4,Four Stars
1,One Star
4,great phone for the price.
2,Charging trouble.
5,i have had the phone for over a year.
5,Love Hate Relationship
5,"Great phone, perfect size"
